Optimization,m,M,i,D,Sens,PPV,PocNum_Mean,PocNum_Max
3,3,5.8,42,1.5,0.929,0.65,1.54,4
3,3.1,5.8,36,1.5,0.929,0.65,1.54,4
3,3.1,5.8,38,1.5,0.929,0.65,1.54,4
3,2.8,5.5,38,1.6,0.929,0.619,1.62,3
3,2.8,5.5,40,1.6,0.929,0.619,1.62,3
3,2.8,5.5,42,1.6,0.929,0.619,1.62,3
3,2.8,5.7,40,1.5,0.929,0.619,1.62,3
3,2.8,5.7,42,1.5,0.929,0.619,1.62,3
3,2.8,5.7,44,1.5,0.929,0.619,1.62,3
3,2.9,5.5,38,1.6,0.929,0.619,1.62,3
3,2.9,5.5,40,1.65,0.929,0.619,1.62,3
3,2.9,5.6,40,1.6,0.929,0.619,1.62,3
3,2.9,5.7,38,1.5,0.929,0.619,1.62,3
3,2.9,5.7,42,1.55,0.929,0.619,1.62,3
3,3,5.7,36,1.55,0.929,0.619,1.62,3
3,3,5.7,38,1.6,0.929,0.619,1.62,3
3,3,5.8,44,1.6,0.929,0.619,1.62,3
3,2.8,5.6,42,1.55,0.929,0.619,1.62,4
3,2.8,5.6,44,1.55,0.929,0.619,1.62,4
3,2.9,5.6,38,1.55,0.929,0.619,1.62,4
3,2.9,5.8,40,1.5,0.929,0.619,1.62,4
3,2.9,5.8,42,1.5,0.929,0.619,1.62,4
3,3,5.8,36,1.5,0.929,0.619,1.62,4
3,3,5.8,38,1.55,0.929,0.619,1.62,4
3,3,5.8,40,1.55,0.929,0.619,1.62,4
3,3,5.8,42,1.55,0.929,0.619,1.62,4
3,3.1,5.8,36,1.55,0.929,0.619,1.62,4
3,3.1,5.8,36,1.6,0.929,0.619,1.62,4
3,3.1,5.8,38,1.55,0.929,0.619,1.62,4
3,3.1,5.8,38,1.6,0.929,0.619,1.62,4
3,3.1,5.8,40,1.65,0.929,0.619,1.62,4
3,3.1,5.8,42,1.65,0.929,0.619,1.62,4
3,2.8,5.5,44,1.65,0.929,0.591,1.69,3
3,2.9,5.5,40,1.7,0.929,0.591,1.69,3
3,2.9,5.7,40,1.55,0.929,0.591,1.69,3
3,2.9,5.7,42,1.6,0.929,0.591,1.69,3
3,3,5.7,36,1.6,0.929,0.591,1.69,3
3,2.8,5.6,40,1.55,0.929,0.591,1.69,4
3,2.8,5.6,42,1.6,0.929,0.591,1.69,4
3,2.8,5.6,44,1.6,0.929,0.591,1.69,4
3,2.8,5.8,42,1.5,0.929,0.591,1.69,4
3,2.8,5.8,44,1.5,0.929,0.591,1.69,4
3,2.9,5.6,38,1.6,0.929,0.591,1.69,4
3,2.9,5.8,38,1.5,0.929,0.591,1.69,4
3,2.9,5.8,42,1.55,0.929,0.591,1.69,4
3,2.9,5.8,44,1.55,0.929,0.591,1.69,4
3,3,5.8,36,1.55,0.929,0.591,1.69,4
3,3,5.8,38,1.6,0.929,0.591,1.69,4
3,3,5.8,40,1.6,0.929,0.591,1.69,4
3,3,5.8,42,1.6,0.929,0.591,1.69,4
3,3.1,5.8,40,1.7,0.929,0.591,1.69,4
3,3.1,5.8,42,1.7,0.929,0.591,1.69,4
3,2.9,5.7,40,1.6,0.929,0.565,1.77,3
3,2.8,5.5,44,1.7,0.929,0.565,1.77,4
3,2.8,5.6,38,1.55,0.929,0.565,1.77,4
3,2.8,5.6,38,1.6,0.929,0.565,1.77,4
3,2.8,5.6,40,1.6,0.929,0.565,1.77,4
3,2.8,5.7,40,1.55,0.929,0.565,1.77,4
3,2.8,5.7,42,1.55,0.929,0.565,1.77,4
3,2.8,5.7,44,1.55,0.929,0.565,1.77,4
3,2.8,5.8,40,1.5,0.929,0.565,1.77,4
3,2.9,5.6,36,1.55,0.929,0.565,1.77,4
3,2.9,5.7,38,1.55,0.929,0.565,1.77,4
3,2.9,5.8,40,1.55,0.929,0.565,1.77,4
3,3,5.8,36,1.6,0.929,0.565,1.77,4
3,2.8,5.7,40,1.6,0.929,0.542,1.85,4
3,2.8,5.7,42,1.6,0.929,0.542,1.85,4
3,2.8,5.7,44,1.6,0.929,0.542,1.85,4
3,2.8,5.8,38,1.5,0.929,0.542,1.85,4
3,2.8,5.8,42,1.55,0.929,0.542,1.85,4
3,2.8,5.8,44,1.55,0.929,0.542,1.85,4
3,2.9,5.7,38,1.6,0.929,0.542,1.85,4
3,2.9,5.8,38,1.55,0.929,0.542,1.85,4
3,2.9,5.8,40,1.6,0.929,0.542,1.85,4
3,2.9,5.8,42,1.6,0.929,0.542,1.85,4
3,2.9,5.8,44,1.6,0.929,0.542,1.85,4
3,2.8,5.4,36,1.6,0.929,0.52,1.92,3
3,2.8,5.4,36,1.7,0.929,0.52,1.92,4
3,2.8,5.8,40,1.55,0.929,0.52,1.92,4
3,2.8,5.8,40,1.6,0.929,0.52,1.92,4
3,2.8,5.8,42,1.6,0.929,0.52,1.92,4
3,2.8,5.8,44,1.6,0.929,0.52,1.92,4
3,2.9,5.8,38,1.6,0.929,0.52,1.92,4
3,2.8,5.4,36,1.65,0.929,0.5,2,4
3,2.8,5.8,36,1.5,0.929,0.5,2,4
3,2.9,5.8,36,1.5,0.929,0.5,2,4
3,2.8,5.8,38,1.55,0.929,0.481,2.08,5
3,2.9,5.8,36,1.55,0.929,0.464,2.15,4
3,2.8,5.8,36,1.55,0.929,0.448,2.23,5
3,3,5.4,40,1.7,0.923,0.8,1.15,2
3,2.9,5.4,44,1.7,0.923,0.75,1.23,2
3,3,5.5,40,1.65,0.923,0.75,1.23,2
3,3,5.5,40,1.7,0.923,0.75,1.23,2
3,3,5.5,42,1.65,0.923,0.75,1.23,2
3,3,5.5,42,1.7,0.923,0.75,1.23,2
3,3.1,5.4,36,1.7,0.923,0.75,1.23,2
3,3,5.4,38,1.7,0.923,0.706,1.31,2
3,2.9,5.5,44,1.65,0.923,0.667,1.38,2
3,2.9,5.5,44,1.7,0.923,0.667,1.38,2
3,3,5.4,36,1.7,0.923,0.667,1.38,2
3,2.9,5.4,42,1.7,0.923,0.667,1.38,3
3,2.9,5.4,40,1.7,0.923,0.632,1.46,3
3,2.9,5.5,42,1.65,0.923,0.632,1.46,3
3,2.9,5.5,42,1.7,0.923,0.632,1.46,3
3,2.8,5.4,44,1.7,0.923,0.6,1.54,3
3,2.8,5.4,42,1.7,0.923,0.571,1.62,3
3,2.9,5.4,36,1.6,0.923,0.571,1.62,3
3,2.9,5.4,38,1.7,0.923,0.571,1.62,3
3,2.8,5.4,38,1.7,0.923,0.545,1.69,4
3,2.8,5.4,40,1.7,0.923,0.545,1.69,4
3,2.9,5.4,36,1.65,0.923,0.522,1.77,3
3,2.9,5.4,36,1.7,0.923,0.522,1.77,4
3,2.8,5.6,36,1.5,0.867,0.542,1.85,4
3,3.2,5.6,40,1.65,0.857,0.857,1.08,2
3,3.2,5.6,40,1.7,0.857,0.857,1.08,2
3,3.1,5.7,44,1.65,0.857,0.8,1.15,2
3,3.1,5.7,44,1.7,0.857,0.8,1.15,2
3,3.2,5.6,38,1.65,0.857,0.8,1.15,2
3,3.2,5.6,38,1.7,0.857,0.8,1.15,2
3,3.2,5.7,42,1.65,0.857,0.8,1.15,2
3,3.2,5.7,42,1.7,0.857,0.8,1.15,2
3,3,5.5,36,1.55,0.857,0.75,1.23,2
3,3,5.5,38,1.55,0.857,0.75,1.23,2
3,3,5.6,42,1.55,0.857,0.75,1.23,2
3,3,5.6,42,1.6,0.857,0.75,1.23,2
3,3,5.6,44,1.55,0.857,0.75,1.23,2
3,3,5.6,44,1.6,0.857,0.75,1.23,2
3,3.1,5.5,36,1.55,0.857,0.75,1.23,2
3,3.1,5.5,38,1.55,0.857,0.75,1.23,2
3,3.1,5.5,38,1.6,0.857,0.75,1.23,2
3,3.1,5.6,40,1.55,0.857,0.75,1.23,2
3,3.1,5.6,40,1.6,0.857,0.75,1.23,2
3,3.1,5.6,42,1.65,0.857,0.75,1.23,2
3,3.1,5.6,42,1.7,0.857,0.75,1.23,2
3,3.1,5.7,42,1.5,0.857,0.75,1.23,2
3,3.2,5.5,36,1.65,0.857,0.75,1.23,2
3,3.2,5.5,36,1.7,0.857,0.75,1.23,2
3,3.2,5.7,40,1.65,0.857,0.75,1.23,2
3,3.2,5.7,40,1.7,0.857,0.75,1.23,2
3,2.9,5.5,40,1.55,0.857,0.706,1.31,2
3,2.9,5.6,44,1.55,0.857,0.706,1.31,2
3,3,5.5,38,1.6,0.857,0.706,1.31,2
3,3,5.6,36,1.5,0.857,0.706,1.31,2
3,3,5.6,38,1.5,0.857,0.706,1.31,2
3,3,5.6,40,1.5,0.857,0.706,1.31,2
3,3.1,5.6,36,1.5,0.857,0.706,1.31,2
3,3.1,5.6,38,1.5,0.857,0.706,1.31,2
3,3.1,5.7,40,1.5,0.857,0.706,1.31,3
3,3.1,5.7,42,1.55,0.857,0.706,1.31,3
3,3.1,5.7,42,1.6,0.857,0.706,1.31,3
3,3.2,5.8,42,1.65,0.857,0.706,1.31,3
3,2.9,5.6,40,1.5,0.857,0.667,1.38,2
3,2.9,5.6,42,1.5,0.857,0.667,1.38,2
3,2.9,5.6,44,1.6,0.857,0.667,1.38,2
3,3.1,5.7,40,1.55,0.857,0.667,1.38,3
3,3.1,5.7,40,1.6,0.857,0.667,1.38,3
3,3.1,5.8,44,1.65,0.857,0.667,1.38,3
3,3.2,5.6,36,1.65,0.857,0.667,1.38,3
3,3.2,5.6,36,1.7,0.857,0.667,1.38,3
3,3.2,5.8,40,1.65,0.857,0.667,1.38,3
3,3.2,5.8,42,1.7,0.857,0.667,1.38,3
3,2.8,5.5,38,1.55,0.857,0.632,1.46,3
3,2.8,5.5,40,1.55,0.857,0.632,1.46,3
3,2.8,5.5,42,1.55,0.857,0.632,1.46,3
3,2.8,5.5,44,1.55,0.857,0.632,1.46,3
3,2.8,5.6,42,1.5,0.857,0.632,1.46,3
3,2.8,5.6,44,1.5,0.857,0.632,1.46,3
3,2.9,5.5,38,1.55,0.857,0.632,1.46,3
3,2.9,5.5,40,1.6,0.857,0.632,1.46,3
3,2.9,5.6,38,1.5,0.857,0.632,1.46,3
3,3.1,5.8,44,1.7,0.857,0.632,1.46,3
3,3.2,5.7,36,1.65,0.857,0.632,1.46,3
3,3.2,5.7,36,1.7,0.857,0.632,1.46,3
3,3.2,5.7,38,1.65,0.857,0.632,1.46,3
3,3.2,5.7,38,1.7,0.857,0.632,1.46,3
3,3.2,5.8,40,1.7,0.857,0.632,1.46,3
3,3.1,5.8,40,1.5,0.857,0.632,1.46,4
3,3.1,5.8,42,1.5,0.857,0.632,1.46,4
3,2.8,5.5,44,1.6,0.857,0.6,1.54,3
3,2.8,5.6,40,1.5,0.857,0.6,1.54,3
3,3.1,5.8,40,1.55,0.857,0.6,1.54,4
3,3.1,5.8,40,1.6,0.857,0.6,1.54,4
3,3.1,5.8,42,1.55,0.857,0.6,1.54,4
3,3.1,5.8,42,1.6,0.857,0.6,1.54,4
3,3.2,5.8,36,1.65,0.857,0.6,1.54,4
3,3.2,5.8,38,1.65,0.857,0.6,1.54,4
3,2.8,5.4,36,1.55,0.857,0.571,1.62,3
3,2.8,5.6,38,1.5,0.857,0.571,1.62,3
3,2.9,5.5,36,1.55,0.857,0.571,1.62,3
3,2.9,5.6,36,1.5,0.857,0.571,1.62,3
3,3.2,5.8,36,1.7,0.857,0.571,1.62,4
3,3.2,5.8,38,1.7,0.857,0.571,1.62,4
3,2.8,5.5,36,1.55,0.857,0.522,1.77,3
3,2.9,5.4,44,1.55,0.846,0.846,1,2
3,2.9,5.4,44,1.6,0.846,0.846,1,2
3,3,5.4,36,1.55,0.846,0.846,1,2
3,3,5.4,38,1.55,0.846,0.846,1,2
3,3,5.4,40,1.55,0.846,0.846,1,2
3,3,5.4,40,1.6,0.846,0.846,1,2
3,3,5.4,40,1.65,0.846,0.846,1,2
3,3,5.4,42,1.7,0.846,0.846,1,2
3,3.1,5.4,36,1.55,0.846,0.846,1,2
3,3.1,5.4,38,1.55,0.846,0.846,1,2
3,3.1,5.4,38,1.6,0.846,0.846,1,2
3,3.1,5.4,38,1.65,0.846,0.846,1,2
3,2.9,5.4,40,1.55,0.846,0.786,1.08,2
3,2.9,5.4,42,1.55,0.846,0.786,1.08,2
3,2.9,5.4,44,1.65,0.846,0.786,1.08,2
3,3,5.4,36,1.6,0.846,0.786,1.08,2
3,3,5.4,38,1.6,0.846,0.786,1.08,2
3,3.1,5.4,36,1.6,0.846,0.786,1.08,2
3,3.1,5.4,36,1.65,0.846,0.786,1.08,2
3,3.1,5.4,38,1.7,0.846,0.786,1.08,2
3,2.9,5.4,42,1.6,0.846,0.733,1.15,2
3,2.9,5.5,44,1.55,0.846,0.733,1.15,2
3,3,5.4,38,1.65,0.846,0.733,1.15,2
3,3,5.5,40,1.55,0.846,0.733,1.15,2
3,3,5.5,40,1.6,0.846,0.733,1.15,2
3,3,5.5,42,1.55,0.846,0.733,1.15,2
3,3,5.5,42,1.6,0.846,0.733,1.15,2
3,2.8,5.4,44,1.55,0.846,0.688,1.23,2
3,2.9,5.5,42,1.55,0.846,0.688,1.23,2
3,2.9,5.5,44,1.6,0.846,0.688,1.23,2
3,3,5.4,36,1.65,0.846,0.688,1.23,2
3,2.9,5.4,40,1.6,0.846,0.688,1.23,3
3,2.9,5.4,42,1.65,0.846,0.688,1.23,3
3,2.9,5.4,38,1.55,0.846,0.647,1.31,2
3,2.9,5.5,42,1.6,0.846,0.647,1.31,2
3,2.8,5.4,44,1.6,0.846,0.647,1.31,3
3,2.9,5.4,40,1.65,0.846,0.647,1.31,3
3,2.8,5.4,38,1.55,0.846,0.611,1.38,2
3,2.8,5.4,40,1.55,0.846,0.611,1.38,2
3,2.8,5.4,42,1.55,0.846,0.611,1.38,2
3,2.9,5.4,36,1.55,0.846,0.611,1.38,2
3,2.8,5.4,44,1.65,0.846,0.611,1.38,3
3,2.8,5.4,38,1.6,0.846,0.579,1.46,3
3,2.8,5.4,40,1.6,0.846,0.579,1.46,3
3,2.8,5.4,42,1.6,0.846,0.579,1.46,3
3,2.9,5.4,38,1.6,0.846,0.579,1.46,3
3,2.8,5.4,38,1.65,0.846,0.524,1.62,3
3,2.8,5.4,40,1.65,0.846,0.524,1.62,3
3,2.8,5.4,42,1.65,0.846,0.524,1.62,3
3,2.9,5.4,38,1.65,0.846,0.524,1.62,3
3,3.1,5.7,44,1.5,0.786,0.917,0.923,2
3,3.1,5.7,44,1.55,0.786,0.786,1.08,2
3,3.1,5.7,44,1.6,0.786,0.786,1.08,2
3,3.1,5.8,44,1.5,0.786,0.786,1.08,2
3,3.2,5.5,38,1.7,0.786,0.786,1.08,2
3,3.1,5.6,42,1.55,0.786,0.733,1.15,2
3,3.1,5.6,42,1.6,0.786,0.733,1.15,2
3,3.2,5.8,44,1.65,0.786,0.733,1.15,2
3,3,5.5,36,1.5,0.786,0.688,1.23,2
3,3,5.5,38,1.5,0.786,0.688,1.23,2
3,3,5.6,42,1.5,0.786,0.688,1.23,2
3,3,5.6,44,1.5,0.786,0.688,1.23,2
3,3.1,5.5,36,1.5,0.786,0.688,1.23,2
3,3.1,5.5,38,1.5,0.786,0.688,1.23,2
3,3.1,5.6,40,1.5,0.786,0.688,1.23,2
3,3.2,5.8,44,1.7,0.786,0.688,1.23,2
3,2.9,5.5,40,1.5,0.786,0.647,1.31,2
3,2.9,5.6,44,1.5,0.786,0.647,1.31,2
3,3.1,5.8,44,1.55,0.786,0.647,1.31,3
3,3.1,5.8,44,1.6,0.786,0.647,1.31,3
3,3.2,5.7,36,1.5,0.786,0.647,1.31,3
3,2.8,5.5,38,1.5,0.786,0.611,1.38,3
3,2.8,5.5,40,1.5,0.786,0.611,1.38,3
3,2.8,5.5,42,1.5,0.786,0.611,1.38,3
3,2.9,5.5,38,1.5,0.786,0.611,1.38,3
3,3.2,5.7,36,1.55,0.786,0.611,1.38,3
3,3.2,5.7,36,1.6,0.786,0.611,1.38,3
3,3.2,5.8,36,1.5,0.786,0.611,1.38,4
3,3.2,5.8,36,1.55,0.786,0.579,1.46,4
3,3.2,5.8,36,1.6,0.786,0.579,1.46,4
3,2.8,5.4,36,1.5,0.786,0.55,1.54,2
3,2.9,5.5,36,1.5,0.786,0.55,1.54,3
3,2.8,5.5,36,1.5,0.786,0.5,1.69,3
3,3,5.4,42,1.55,0.769,0.909,0.846,2
3,3,5.4,42,1.6,0.769,0.909,0.846,2
3,3,5.4,42,1.65,0.769,0.909,0.846,2
3,3.1,5.4,40,1.55,0.769,0.909,0.846,2
3,3.1,5.4,40,1.6,0.769,0.909,0.846,2
3,3.1,5.4,40,1.65,0.769,0.909,0.846,2
3,3,5.4,44,1.7,0.769,0.833,0.923,2
3,3.1,5.4,40,1.7,0.769,0.833,0.923,2
3,3.2,5.4,36,1.7,0.769,0.833,0.923,2
3,3,5.4,36,1.5,0.769,0.769,1,2
3,3,5.4,38,1.5,0.769,0.769,1,2
3,3,5.4,40,1.5,0.769,0.769,1,2
3,3.1,5.4,36,1.5,0.769,0.769,1,2
3,3.1,5.4,38,1.5,0.769,0.769,1,2
3,2.9,5.4,40,1.5,0.769,0.714,1.08,2
3,3,5.5,44,1.7,0.769,0.714,1.08,2
3,3.1,5.5,40,1.55,0.769,0.714,1.08,2
3,3.1,5.5,40,1.6,0.769,0.714,1.08,2
3,3.1,5.5,40,1.65,0.769,0.714,1.08,2
3,3.1,5.5,40,1.7,0.769,0.714,1.08,2
3,3,5.5,40,1.5,0.769,0.667,1.15,2
3,3,5.5,42,1.5,0.769,0.667,1.15,2
3,2.9,5.5,42,1.5,0.769,0.625,1.23,2
3,2.8,5.4,38,1.5,0.769,0.588,1.31,2
3,2.8,5.4,40,1.5,0.769,0.588,1.31,2
3,2.9,5.4,36,1.5,0.769,0.588,1.31,2
3,2.9,5.4,38,1.5,0.769,0.588,1.31,2
3,3.2,5.7,42,1.5,0.714,1,0.769,2
3,3.2,5.7,44,1.5,0.714,1,0.769,2
3,3.2,5.6,44,1.7,0.714,0.909,0.846,2
3,3.2,5.7,44,1.55,0.714,0.909,0.846,2
3,3.2,5.7,44,1.6,0.714,0.909,0.846,2
3,3.2,5.7,44,1.65,0.714,0.909,0.846,2
3,3.2,5.7,44,1.7,0.714,0.909,0.846,2
3,3.2,5.8,44,1.5,0.714,0.909,0.846,2
3,3.2,5.6,40,1.55,0.714,0.833,0.923,2
3,3.2,5.6,40,1.6,0.714,0.833,0.923,2
3,3.2,5.6,42,1.7,0.714,0.833,0.923,2
3,3.2,5.7,40,1.5,0.714,0.833,0.923,2
3,3.2,5.8,42,1.5,0.714,0.833,0.923,2
3,3.1,5.6,44,1.55,0.714,0.769,1,2
3,3.1,5.6,44,1.6,0.714,0.769,1,2
3,3.1,5.6,44,1.65,0.714,0.769,1,2
3,3.1,5.6,44,1.7,0.714,0.769,1,2
3,3.2,5.5,38,1.65,0.714,0.769,1,2
3,3.2,5.6,38,1.55,0.714,0.769,1,2
3,3.2,5.6,38,1.6,0.714,0.769,1,2
3,3.2,5.7,38,1.5,0.714,0.769,1,2
3,3.2,5.7,40,1.55,0.714,0.769,1,2
3,3.2,5.7,40,1.6,0.714,0.769,1,2
3,3.2,5.7,42,1.55,0.714,0.769,1,2
3,3.2,5.7,42,1.6,0.714,0.769,1,2
3,3.1,5.6,42,1.5,0.714,0.714,1.08,2
3,3.2,5.5,36,1.55,0.714,0.714,1.08,2
3,3.2,5.5,36,1.6,0.714,0.714,1.08,2
3,3.2,5.8,44,1.55,0.714,0.714,1.08,2
3,3.2,5.8,44,1.6,0.714,0.714,1.08,2
3,3.2,5.8,40,1.5,0.714,0.667,1.15,2
3,3.2,5.6,36,1.55,0.714,0.667,1.15,3
3,3.2,5.7,38,1.55,0.714,0.667,1.15,3
3,3.2,5.8,42,1.55,0.714,0.667,1.15,3
3,3.2,5.8,42,1.6,0.714,0.667,1.15,3
3,3.2,5.6,36,1.6,0.714,0.625,1.23,3
3,3.2,5.7,38,1.6,0.714,0.625,1.23,3
3,3.2,5.8,40,1.55,0.714,0.625,1.23,3
3,3.2,5.8,40,1.6,0.714,0.625,1.23,3
3,2.8,5.5,44,1.5,0.714,0.588,1.31,3
3,3.2,5.8,38,1.5,0.714,0.588,1.31,3
3,3.2,5.8,38,1.55,0.714,0.556,1.38,3
3,3.2,5.8,38,1.6,0.714,0.556,1.38,3
3,3,5.4,44,1.55,0.692,0.9,0.769,2
3,3,5.4,44,1.6,0.692,0.9,0.769,2
3,3,5.4,44,1.65,0.692,0.9,0.769,2
3,3.2,5.4,38,1.7,0.692,0.9,0.769,2
3,3.2,5.4,40,1.7,0.692,0.9,0.769,2
3,3.2,5.4,42,1.7,0.692,0.9,0.769,2
3,3.2,5.5,42,1.7,0.692,0.9,0.769,2
3,3.2,5.5,44,1.7,0.692,0.9,0.769,2
3,3,5.4,42,1.5,0.692,0.818,0.846,2
3,3.1,5.4,40,1.5,0.692,0.818,0.846,2
3,3.1,5.4,42,1.7,0.692,0.818,0.846,2
3,3.1,5.4,44,1.7,0.692,0.818,0.846,2
3,3.1,5.5,44,1.7,0.692,0.818,0.846,2
3,3.2,5.5,40,1.7,0.692,0.818,0.846,2
3,2.9,5.4,44,1.5,0.692,0.75,0.923,2
3,2.9,5.4,42,1.5,0.692,0.692,1,2
3,3,5.5,44,1.55,0.692,0.692,1,2
3,3,5.5,44,1.6,0.692,0.692,1,2
3,3,5.5,44,1.65,0.692,0.692,1,2
3,3.1,5.5,40,1.5,0.692,0.692,1,2
3,3.1,5.5,42,1.55,0.692,0.692,1,2
3,3.1,5.5,42,1.6,0.692,0.692,1,2
3,3.1,5.5,42,1.65,0.692,0.692,1,2
3,3.1,5.5,42,1.7,0.692,0.692,1,2
3,2.8,5.4,44,1.5,0.692,0.643,1.08,2
3,2.9,5.5,44,1.5,0.692,0.643,1.08,2
3,2.8,5.4,42,1.5,0.692,0.6,1.15,2
3,3.1,5.6,44,1.5,0.643,0.9,0.769,2
3,3.2,5.6,40,1.5,0.643,0.9,0.769,2
3,3.2,5.6,42,1.55,0.643,0.818,0.846,2
3,3.2,5.6,42,1.6,0.643,0.818,0.846,2
3,3.2,5.6,42,1.65,0.643,0.818,0.846,2
3,3.2,5.5,36,1.5,0.643,0.75,0.923,2
3,3.2,5.5,38,1.55,0.643,0.75,0.923,2
3,3.2,5.5,38,1.6,0.643,0.75,0.923,2
3,3.2,5.6,38,1.5,0.643,0.75,0.923,2
3,3.2,5.6,36,1.5,0.643,0.643,1.08,2
3,3.1,5.4,42,1.55,0.615,0.889,0.692,2
3,3.1,5.4,42,1.6,0.615,0.889,0.692,2
3,3.1,5.4,42,1.65,0.615,0.889,0.692,2
3,3.1,5.4,44,1.55,0.615,0.889,0.692,2
3,3.1,5.4,44,1.6,0.615,0.889,0.692,2
3,3.1,5.4,44,1.65,0.615,0.889,0.692,2
3,3.2,5.4,38,1.55,0.615,0.889,0.692,2
3,3.2,5.4,38,1.6,0.615,0.889,0.692,2
3,3.2,5.4,38,1.65,0.615,0.889,0.692,2
3,3.2,5.4,40,1.55,0.615,0.889,0.692,2
3,3.2,5.4,40,1.6,0.615,0.889,0.692,2
3,3.2,5.4,40,1.65,0.615,0.889,0.692,2
3,3.2,5.4,42,1.55,0.615,0.889,0.692,2
3,3.2,5.4,42,1.6,0.615,0.889,0.692,2
3,3.2,5.4,42,1.65,0.615,0.889,0.692,2
3,3.2,5.4,44,1.7,0.615,0.889,0.692,2
3,3.2,5.5,40,1.55,0.615,0.889,0.692,2
3,3.2,5.5,40,1.6,0.615,0.889,0.692,2
3,3.2,5.5,42,1.55,0.615,0.889,0.692,2
3,3.2,5.5,42,1.6,0.615,0.889,0.692,2
3,3.2,5.5,42,1.65,0.615,0.889,0.692,2
3,3.2,5.6,44,1.55,0.615,0.889,0.692,2
3,3.2,5.6,44,1.6,0.615,0.889,0.692,2
3,3.2,5.6,44,1.65,0.615,0.889,0.692,2
3,3.1,5.5,42,1.5,0.615,0.8,0.769,1
3,3,5.4,44,1.5,0.615,0.8,0.769,2
3,3.1,5.5,44,1.55,0.615,0.8,0.769,2
3,3.1,5.5,44,1.6,0.615,0.8,0.769,2
3,3.1,5.5,44,1.65,0.615,0.8,0.769,2
3,3.2,5.4,36,1.55,0.615,0.8,0.769,2
3,3.2,5.4,36,1.6,0.615,0.8,0.769,2
3,3.2,5.4,36,1.65,0.615,0.8,0.769,2
3,3.2,5.5,40,1.65,0.615,0.8,0.769,2
3,3,5.5,44,1.5,0.615,0.667,0.923,2
3,3.2,5.6,42,1.5,0.571,1,0.615,2
3,3.2,5.5,38,1.5,0.571,0.8,0.769,2
3,3.1,5.4,42,1.5,0.538,1,0.538,1
3,3.1,5.4,44,1.5,0.538,1,0.538,1
3,3.2,5.4,40,1.5,0.538,1,0.538,1
3,3.2,5.4,42,1.5,0.538,1,0.538,1
3,3.2,5.5,40,1.5,0.538,1,0.538,1
3,3.2,5.5,42,1.5,0.538,1,0.538,1
3,3.2,5.6,44,1.5,0.538,1,0.538,1
3,3.1,5.5,44,1.5,0.538,0.875,0.615,1
3,3.2,5.4,38,1.5,0.538,0.875,0.615,1
3,3.2,5.4,44,1.55,0.538,0.875,0.615,2
3,3.2,5.4,44,1.6,0.538,0.875,0.615,2
3,3.2,5.4,44,1.65,0.538,0.875,0.615,2
3,3.2,5.5,44,1.55,0.538,0.875,0.615,2
3,3.2,5.5,44,1.6,0.538,0.875,0.615,2
3,3.2,5.5,44,1.65,0.538,0.875,0.615,2
3,3.2,5.4,36,1.5,0.538,0.778,0.692,1
3,3.2,5.4,44,1.5,0.462,1,0.462,1
3,3.2,5.5,44,1.5,0.462,1,0.462,1
